更新时间,#genre#
浙江卫视,http://my.tmos.cn:15181/chs004.m3u8
江苏卫视,http://my.tmos.cn:15181/chs003.m3u8
广东卫视,http://my.tmos.cn:15181/chs006.m3u8
黑龙江卫视,http://my.tmos.cn:15181/chs005.m3u8
北京卫视,http://eu.huohuoaa.tech:1025/Smart.php?id=beijing
深圳卫视,http://eu.huohuoaa.tech:1025/Smart.php?id=shenzhen
广西卫视,http://eu.huohuoaa.tech:1025/Smart.php?id=guangxi
湖北卫视,http://eu.huohuoaa.tech:1025/Smart.php?id=hubei
东南卫视,http://eu.huohuoaa.tech:1025/Smart.php?id=fujian
湖南卫视,http://111.43.126.240:9003/hls/37/index.m3u8
江苏卫视,http://111.43.126.240:9003/hls/38/index.m3u8
东方卫视,http://111.43.126.240:9003/hls/39/index.m3u8
浙江卫视,http://111.43.126.240:9003/hls/40/index.m3u8
北京卫视,http://111.43.126.240:9003/hls/41/index.m3u8
广东卫视,http://111.43.126.240:9003/hls/42/index.m3u8
安徽卫视,http://111.43.126.240:9003/hls/43/index.m3u8
河南卫视,http://111.43.126.240:9003/hls/44/index.m3u8
吉林卫视,http://111.43.126.240:9003/hls/45/index.m3u8
天津卫视,http://111.43.126.240:9003/hls/46/index.m3u8
东南卫视,http://111.43.126.240:9003/hls/47/index.m3u8
江西卫视,http://111.43.126.240:9003/hls/49/index.m3u8
四川卫视,http://111.43.126.240:9003/hls/50/index.m3u8
深圳卫视,http://111.43.126.240:9003/hls/51/index.m3u8
贵州卫视,http://111.43.126.240:9003/hls/52/index.m3u8
海南卫视,http://111.43.126.240:9003/hls/53/index.m3u8
湖北卫视,http://111.43.126.240:9003/hls/54/index.m3u8
重庆卫视,http://111.43.126.240:9003/hls/55/index.m3u8
河北卫视,http://111.43.126.240:9003/hls/56/index.m3u8
辽宁卫视,http://111.43.126.240:9003/hls/57/index.m3u8
西藏卫视,http://111.43.126.240:9003/hls/58/index.m3u8
青海卫视,http://111.43.126.240:9003/hls/59/index.m3u8
云南卫视,http://111.43.126.240:9003/hls/60/index.m3u8
山西卫视,http://111.43.126.240:9003/hls/61/index.m3u8
广西卫视,http://111.43.126.240:9003/hls/62/index.m3u8
内蒙古卫视,http://111.43.126.240:9003/hls/63/index.m3u8
新疆卫视,http://111.43.126.240:9003/hls/64/index.m3u8
延边卫视,http://111.43.126.240:9003/hls/65/index.m3u8
兵团卫视,http://111.43.126.240:9003/hls/66/index.m3u8
宁夏卫视,http://111.43.126.240:9003/hls/67/index.m3u8
陕西卫视,http://111.43.126.240:9003/hls/68/index.m3u8
甘肃卫视,http://111.43.126.240:9003/hls/70/index.m3u8
广西卫视,http://1.195.30.9:19901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://1.195.30.9:19901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://1.195.30.9:19901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://1.195.30.9:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://1.195.30.9:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://1.195.30.9:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://1.195.30.9:19901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://1.195.30.9:19901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://1.195.30.9:19901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://1.195.30.9:19901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://iptv.0564.org:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
浙江卫视,http://iptv.0564.org:35455/itv/1000000005000265031.m3u8?cdn=ystenlive
江苏卫视,http://iptv.0564.org:35455/itv/1000000005000265030.m3u8?cdn=ystenlive
湖南卫视,http://iptv.0564.org:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
北京卫视,http://iptv.0564.org:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
广东卫视,http://iptv.0564.org:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
深圳卫视,http://iptv.0564.org:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
天津卫视,http://iptv.0564.org:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
安徽卫视,http://iptv.0564.org:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
山东卫视,http://iptv.0564.org:35455/itv/1000000005000265019.m3u8?cdn=ystenlive
辽宁卫视,http://iptv.0564.org:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
江西卫视,http://iptv.0564.org:35455/itv/1000000005000265032.m3u8?cdn=ystenlive
湖北卫视,http://iptv.0564.org:35455/itv/1000000005000265023.m3u8?cdn=ystenlive
重庆卫视,http://iptv.0564.org:35455/itv/1000000005000265017.m3u8?cdn=ystenlive
东南卫视,http://iptv.0564.org:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
青海卫视,http://iptv.0564.org:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
北京卫视,http://110.42.45.89:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
东方卫视,http://110.42.45.89:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
浙江卫视,http://110.42.45.89:35455/itv/1000000005000265031.m3u8?cdn=ystenlive
江苏卫视,http://110.42.45.89:35455/itv/1000000005000265030.m3u8?cdn=ystenlive
湖南卫视,http://110.42.45.89:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
广东卫视,http://110.42.45.89:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
深圳卫视,http://110.42.45.89:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
天津卫视,http://110.42.45.89:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
安徽卫视,http://110.42.45.89:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
山东卫视,http://110.42.45.89:35455/itv/1000000005000265019.m3u8?cdn=ystenlive
辽宁卫视,http://110.42.45.89:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
江西卫视,http://110.42.45.89:35455/itv/1000000005000265032.m3u8?cdn=ystenlive
湖北卫视,http://110.42.45.89:35455/itv/1000000005000265023.m3u8?cdn=ystenlive
重庆卫视,http://110.42.45.89:35455/itv/1000000005000265017.m3u8?cdn=ystenlive
东南卫视,http://110.42.45.89:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
青海卫视,http://110.42.45.89:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
东方卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/shdfws-hd/2500.m3u8?innersid=6998114529464369318
湖南卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/hnws-hd/2500.m3u8?innersid=2025
北京卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/bjws-hd/1.m3u8?innersid=18360129623627541611
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://123.113.103.104:4022/rtp/239.3.1.132:8012
湖南卫视,http://wouu.net:9977/udp/239.93.0.88:5140
东方卫视,http://dd.ddzb.fun/php/migu.php?id=dfws
湖北卫视,http://dd.ddzb.fun/php/migu.php?id=hubws
东方卫视,http://omnix.cn:4000/udp/225.1.8.45:8032
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564
北京卫视,http://qwt.zhibotv.top:2016/全网通.php?id=北京卫视
东方卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东方卫视
浙江卫视,http://qwt.zhibotv.top:2016/全网通.php?id=浙江卫视
江苏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江苏卫视
湖南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖南卫视
广东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广东卫视
深圳卫视,http://qwt.zhibotv.top:2016/全网通.php?id=深圳卫视
天津卫视,http://qwt.zhibotv.top:2016/全网通.php?id=天津卫视
安徽卫视,http://qwt.zhibotv.top:2016/全网通.php?id=安徽卫视
山东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=山东卫视
辽宁卫视,http://qwt.zhibotv.top:2016/全网通.php?id=辽宁卫视
河北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河北卫视
河南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河南卫视
江西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江西卫视
四川卫视,http://qwt.zhibotv.top:2016/全网通.php?id=四川卫视
重庆卫视,http://qwt.zhibotv.top:2016/全网通.php?id=重庆卫视
贵州卫视,http://qwt.zhibotv.top:2016/全网通.php?id=贵州卫视
湖北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖北卫视
广西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广西卫视
东南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东南卫视
海南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=海南卫视
青海卫视,http://qwt.zhibotv.top:2016/全网通.php?id=青海卫视
吉林卫视,http://qwt.zhibotv.top:2016/全网通.php?id=吉林卫视
黑龙江视,http://qwt.zhibotv.top:2016/全网通.php?id=黑龙江卫视


💓AKTV🚀📶,#genre#
Animax (HK),https://s1.m16tv.cfd/aktv/animaxhk/AKTV.m3u8
AXN,https://s1.m16tv.cfd/aktv/axn/AKTV.m3u8
Channel 5 HD,https://s1.m16tv.cfd/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,https://s1.m16tv.cfd/aktv/channel8hd/AKTV.m3u8
Channel U HD,https://s1.m16tv.cfd/aktv/channeluhd/AKTV.m3u8
myTV SUPER 18台,https://s1.m16tv.cfd/aktv/mytvsuper18/AKTV.m3u8
PopC,https://s1.m16tv.cfd/aktv/popc/AKTV.m3u8
ROCK Action,https://s1.m16tv.cfd/aktv/rockaction/AKTV.m3u8
TVB Plus,https://s1.m16tv.cfd/aktv/tvbplus/AKTV.m3u8
tvN,https://s1.m16tv.cfd/aktv/tvn/AKTV.m3u8
明珠剧集台(北美),https://s1.m16tv.cfd/aktv/CH-19/AKTV.m3u8
明珠台,https://s1.m16tv.cfd/aktv/CH-2/AKTV.m3u8
無線新聞台,https://s1.m16tv.cfd/aktv/CH-1/AKTV.m3u8
美亞電影台(HK),https://s1.m16tv.cfd/aktv/hk/AKTV.m3u8
翡翠剧集台(北美),https://s1.m16tv.cfd/aktv/CH-18/AKTV.m3u8
翡翠台,https://s1.m16tv.cfd/aktv/CH-0/AKTV.m3u8
翡翠综合台(北美),https://s1.m16tv.cfd/aktv/CH-17/AKTV.m3u8
鳳凰衛視中文台,https://s1.m16tv.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視資訊台,https://s1.m16tv.cfd/aktv/CH-4/AKTV.m3u8
鳳凰衛視香港台,https://s1.m16tv.cfd/aktv/CH-5/AKTV.m3u8
HBO,https://s1.m16tv.cfd/aktv2/hbo/AKTV.m3u8
IQIYI,https://s1.m16tv.cfd/aktv2/iqiyi/AKTV.m3u8
天映电影,https://s1.m16tv.cfd/aktv2/CH-3/AKTV.m3u8
好萊塢電影台,https://s1.m16tv.cfd/aktv2/CH-4/AKTV.m3u8
東森洋片,https://s1.m16tv.cfd/aktv2/CH-2/AKTV.m3u8
東森電影,https://s1.m16tv.cfd/aktv2/CH-1/AKTV.m3u8
緯來體育台,https://s1.m16tv.cfd/aktv2/CH-0/AKTV.m3u8
CNA,https://s1.m16tv.cfd/aktv3/cna/AKTV.m3u8
KPOP+,https://s1.m16tv.cfd/aktv3/kpop/AKTV.m3u8
朝鲜恩情台,https://s1.m16tv.cfd/aktv3/CH-0/AKTV.m3u8
Japan News 24H LIVE,https://s1.m16tv.cfd/aktvjp/japannews24hlive/AKTV.m3u8
日テレNEWS LIVE,https://s1.m16tv.cfd/aktvjp/ntv/AKTV.m3u8
8TV,https://s1.m16tv.cfd/astro/8tv/AKTV.m3u8
My Cinema Europe HD 我的歐洲電影,https://s1.m16tv.cfd/taiwan/CH-3/AKTV.m3u8
TVBS,https://s1.m16tv.cfd/taiwan/tvbs/AKTV.m3u8
影迷數位紀實台,https://s1.m16tv.cfd/taiwan/CH-2/AKTV.m3u8
民視,https://s1.m16tv.cfd/taiwan/CH-1/AKTV.m3u8
民視第一台,https://s1.m16tv.cfd/taiwan/CH-0/AKTV.m3u8
龍華日韓台,https://s1.m16tv.cfd/taiwan/CH-5/AKTV.m3u8
TVB 星河,https://s1.m16tv.cfd/taiwan2/tvb/AKTV.m3u8
TVBS新聞,https://s1.m16tv.cfd/tvbs/tvbs/AKTV.m3u8
中天新闻台,https://s1.m16tv.cfd/zhongtian/CH-0/AKTV.m3u8
東森新聞,https://s1.m16tv.cfd/zhongtian/CH-1/AKTV.m3u8
Animax (HK),https://s2.m16tv.cfd/aktv/animaxhk/AKTV.m3u8
AXN,https://s2.m16tv.cfd/aktv/axn/AKTV.m3u8
Channel 5 HD,https://s2.m16tv.cfd/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,https://s2.m16tv.cfd/aktv/channel8hd/AKTV.m3u8
Channel U HD,https://s2.m16tv.cfd/aktv/channeluhd/AKTV.m3u8
myTV SUPER 18台,https://s2.m16tv.cfd/aktv/mytvsuper18/AKTV.m3u8
PopC,https://s2.m16tv.cfd/aktv/popc/AKTV.m3u8
ROCK Action,https://s2.m16tv.cfd/aktv/rockaction/AKTV.m3u8
TVB Plus,https://s2.m16tv.cfd/aktv/tvbplus/AKTV.m3u8
tvN,https://s2.m16tv.cfd/aktv/tvn/AKTV.m3u8
明珠剧集台(北美),https://s2.m16tv.cfd/aktv/CH-19/AKTV.m3u8
明珠台,https://s2.m16tv.cfd/aktv/CH-2/AKTV.m3u8
無線新聞台,https://s2.m16tv.cfd/aktv/CH-1/AKTV.m3u8
美亞電影台(HK),https://s2.m16tv.cfd/aktv/hk/AKTV.m3u8
翡翠剧集台(北美),https://s2.m16tv.cfd/aktv/CH-18/AKTV.m3u8
翡翠台,https://s2.m16tv.cfd/aktv/CH-0/AKTV.m3u8
翡翠综合台(北美),https://s2.m16tv.cfd/aktv/CH-17/AKTV.m3u8
鳳凰衛視中文台,https://s2.m16tv.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視資訊台,https://s2.m16tv.cfd/aktv/CH-4/AKTV.m3u8
鳳凰衛視香港台,https://s2.m16tv.cfd/aktv/CH-5/AKTV.m3u8
HBO,https://s2.m16tv.cfd/aktv2/hbo/AKTV.m3u8
IQIYI,https://s2.m16tv.cfd/aktv2/iqiyi/AKTV.m3u8
天映电影,https://s2.m16tv.cfd/aktv2/CH-3/AKTV.m3u8
好萊塢電影台,https://s2.m16tv.cfd/aktv2/CH-4/AKTV.m3u8
東森洋片,https://s2.m16tv.cfd/aktv2/CH-2/AKTV.m3u8
東森電影,https://s2.m16tv.cfd/aktv2/CH-1/AKTV.m3u8
緯來體育台,https://s2.m16tv.cfd/aktv2/CH-0/AKTV.m3u8
CNA,https://s2.m16tv.cfd/aktv3/cna/AKTV.m3u8
KPOP+,https://s2.m16tv.cfd/aktv3/kpop/AKTV.m3u8
朝鲜恩情台,https://s2.m16tv.cfd/aktv3/CH-0/AKTV.m3u8
Japan News 24H LIVE,https://s2.m16tv.cfd/aktvjp/japannews24hlive/AKTV.m3u8
日テレNEWS LIVE,https://s2.m16tv.cfd/aktvjp/ntv/AKTV.m3u8
8TV,https://s2.m16tv.cfd/astro/8tv/AKTV.m3u8
My Cinema Europe HD 我的歐洲電影,https://s2.m16tv.cfd/taiwan/CH-3/AKTV.m3u8
TVBS,https://s2.m16tv.cfd/taiwan/tvbs/AKTV.m3u8
影迷數位紀實台,https://s2.m16tv.cfd/taiwan/CH-2/AKTV.m3u8
民視,https://s2.m16tv.cfd/taiwan/CH-1/AKTV.m3u8
民視第一台,https://s2.m16tv.cfd/taiwan/CH-0/AKTV.m3u8
龍華日韓台,https://s2.m16tv.cfd/taiwan/CH-5/AKTV.m3u8
TVB 星河,https://s2.m16tv.cfd/taiwan2/tvb/AKTV.m3u8
TVBS新聞,https://s2.m16tv.cfd/tvbs/tvbs/AKTV.m3u8
中天新闻台,https://s2.m16tv.cfd/zhongtian/CH-0/AKTV.m3u8
東森新聞,https://s2.m16tv.cfd/zhongtian/CH-1/AKTV.m3u8


💓港澳台📶,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,p3p://167.114.175.6:55331/66c04cec000a20ac2dbf03c71cf661c9
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
翡翠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah005-golive.flv
翡翠台,http://58.250.155.2:8180/TV00000000000000000032@HHZT
翡翠台,http://ali.hlspull.yximgs.com/live/awei_jade.flv
TVB无线新闻,http://ali.hlspull.yximgs.com/live/awei_wxxw.flv
TVB无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali
TVB无线华丽,http://php.jdshipin.com/PLTV/iptv.php?id=huali
TVB无线华丽,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
TVB无线华丽,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
TVB无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
TVB无线功夫,p3p://108.181.32.169:19673/6411291b0004b01b9c62861646d00929
TVB无线功夫,https://lb-mvtv-live.v2h-cdn.com/redirect/asia_action1/1asia_action.stream?type=m3u8
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB无线新闻,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
TVB无线新闻,p3p://167.114.175.6:55331/653e4703000daead0c78dfb07723484e
TVB无线新闻,p3p://108.181.32.169:19673/66c414110003f1f047eb7cb30cd84a38
TVB无线新闻,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah006-golive.flv
TVB无线新闻,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn
TVB无线新闻,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8
TVB无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路1』
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn$LR•IPV4『线路4』
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,https://tv.mytvsuper.xyz/tvb/xinghe/xinghe.m3u8
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/PLTV/iptv.php?id=j2
TVB Plus,http://50.7.234.10:8278/j2_twn/playlist.m3u8?tid=m22905da1d346&ct=18336&tsum=3b4998c4f5367bb820165f66b0caab0e
TVB Plus,https://stream1.freetv.fun/tvb-j2-1.m3u8
TVB Plus,http://60.248.77.83/sat/hk011.flv
TVB Plus,http://60.248.77.83/sat/hk031.flv
TVB Plus,http://50.7.234.10:8278/j2_twn/playlist.m3u8?tid=MFCF3274854132748541&ct=19254&tsum=699466c18aac56202ad1d2843fd21032
TVB Plus,http://cdn.132.us.kg/live/tvbp/stream.m3u8
TVB Plus,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah007-golive.flv
TVB千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
TVB千禧经典,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
TVB千禧经典,http://php.jdshipin.com/smt.php?id=Tvbclassic
TVB千禧经典,https://tv.mytvsuper.xyz/astro/qianxi/qianxi.m3u8
TVB千禧经典,http://205.185.123.236:8899/astro/qianxi/qianxi.m3u8
TVB明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
TVB明珠台,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
TVB明珠台,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
TVB明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
TVB明珠台,p3p://167.114.175.6:55331/611d99f3000116024a845bb9627404c9
TVB明珠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah008-golive.flv
TVB明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVB明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
TVB明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVB明珠台,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476927.m3u8
翡翠台,http://jxiptv.dpdns.org/stream/tvb/null-3/master.m3u8
TVB明珠台,http://jxiptv.dpdns.org/stream/tvb/null-4/master.m3u8
TVB娱乐新闻,http://jxiptv.dpdns.org/stream/tvb/null-6/master.m3u8
黃金翡翠台,http://jxiptv.dpdns.org/stream/tvb/null-7/master.m3u8
美亞電影台,http://jxiptv.dpdns.org/stream/tvb/null-8/master.m3u8
PopC,http://jxiptv.dpdns.org/stream/tvb/popc/master.m3u8
TVB Plus,http://jxiptv.dpdns.org/stream/tvb/tvbplus/master.m3u8
ROCK Action,http://jxiptv.dpdns.org/stream/tvb/rockaction/master.m3u8
翡翠台,https://ali.hlspull.yximgs.com/live/xiangjiaoge15131132145.flv
TVB Plus,https://ali.hlspull.yximgs.com/live/xaigjiaogetvbplus01.flv
TVB Plus,http://ali.hlspull.yximgs.com/live/awei_j2.flv
HOY77,https://ali.hlspull.yximgs.com/live/xiangjiaogehoy77511.flv
HOY78,https://ali.hlspull.yximgs.com/live/xaigjiaogehoy7801.flv
翡翠台,http://hotelplay.net/live/pmb8krf68n4z/4d8cf4af8de3574c/476935.m3u8
TVB娱乐新闻,http://php.jdshipin.com/smt.php?id=Tvbentertainment
TVB娱乐新闻,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
TVBJ1,http://cdn3.132.us.kg/live/j1/stream.m3u8
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
NOW爆谷,http://ali.hlspull.yximgs.com/live/xiangjiaoge1116163133.flv
NOW星影,http://ali.hlspull.yximgs.com/live/xiangjiaogef31fdg31g1gdg.flv
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/02.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
翡翠台,https://live.tvfix.org/live/jade/index.m3u8
TVB明珠台,https://live.tvfix.org/live/pearl/index.m3u8
TVB Plus,https://live.tvfix.org/live/inews/index.m3u8
娱乐新闻台,https://live.tvfix.org/live/enews/index.m3u8
18台赛马频道,https://live.tvfix.org/live/c18/index.m3u8
SUPER Kids Channel,https://live.tvfix.org/live/kid/index.m3u8
ROCK综艺娱乐,https://live.tvfix.org/live/rockzy/index.m3u8
创世电视,https://live.tvfix.org/live/chuangshi/index.m3u8
美亚电影,https://live.tvfix.org/live/mydy/index.m3u8
美亚电影,https://smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn
美亚电影HK(粤),p3p://167.114.175.6:55331/655f8ccc0007d2578e70f934113a2428
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY76,http://bziyunshao.synology.me:8891/bysid/76
HOY77,http://bziyunshao.synology.me:8891/bysid/77
HOY78,http://bziyunshao.synology.me:8891/bysid/78
HOY77,http://ali.hlspull.yximgs.com/live/awei_hoy77.flv
HOY78,http://ali.hlspull.yximgs.com/live/awei_hoy78.flv
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
TVB娱乐新闻,https://live.tvfix.org/live/enews/index.m3u8
凤凰中文,https://live.tvfix.org/live/fhzw/index.m3u8
天映经典,https://live.tvfix.org/live/tyjd/index.m3u8
凤凰资讯,https://live.tvfix.org/live/fwzx/1/v4000000/index.m3u8
ROCK Action,https://live.tvfix.org/live/rockac/index.m3u8
18台赛马,https://live.tvfix.org/live/c18/index.m3u8
FashionBox,https://live.tvfix.org/live/fashion/index.m3u8
TVB Plus,https://live.tvfix.org/live/tvbplus/index.m3u8
18赛马,https://live.tvfix.org/live/c18/4/v200000/index.m3u8
TVB Plus,https://live.tvfix.org/live/tvbplus/2/v4000000/index.m3u8
Nick Jr,https://live.tvfix.org/live/nickjr/index.m3u8
PopC,https://live.tvfix.org/live/popc/2/v4000000/index.m3u8
PopC,https://live.tvfix.org/live/popc/index.m3u8
AXN,https://live.tvfix.org/live/axn/index.m3u8
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8
凤凰卫视,http://eu.huohuoaa.tech:1025/Smart.php?id=phoenixtv_hd
凤凰资讯,http://eu.huohuoaa.tech:1025/Smart.php?id=phoenixinfo_hd
凤凰香港,http://eu.huohuoaa.tech:1025/Smart.php?id=hkphoenix_twn
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$LR•IPV4『线路41』
凤凰中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8577/.m3u8$LR•IPV4『线路45』
凤凰中文,http://146.56.153.245:20121/bysid/258$LR•IPV4『线路81』
凤凰中文,http://146.56.153.245:20121/bysid/258
凤凰中文,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.184:9092
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰中文,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
凤凰资讯,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰卫视,p3p://167.114.175.6:55331/602c73500002f4d29c90fa1270f21160
凤凰卫视,http://cdn.132.us.kg/live/fhzw/stream.m3u8
凤凰资讯,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.183:9086
凤凰资讯,http://146.56.153.245:20121/bysid/257$LR•IPV4『线路35』
凤凰资讯,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8576/.m3u8$LR•IPV4『线路89』
凤凰资讯,http://146.56.153.245:20121/bysid/257
凤凰资讯,http://148.135.93.213:81/phenix.php?id=fhzx
凤凰中文,http://148.135.93.213:81/phenix.php?id=fhzw
